,sign,freq,city,format,state
9307,W239BA,95.7000000000001,"Niagara Falls, NY",Christian Contemporary,NY
9308,W239BC,95.7000000000001,"New Bern, NC",Blues,NC
9309,W239BF,95.7000000000001,"Rochester, NY",Country,NY
9310,W239BK,95.7000000000001,"Bath, NY",Classic Rock,NY
9311,W239BL,95.7000000000001,"Poughkeepsie, NY",Classic Rock,NY
9312,W239BQ,95.7000000000001,"Elmira, NY",Top-40,NY
9313,W239BT,95.7000000000001,"Glasgow, KY",Country,KY
9314,W239BV,95.7000000000001,"Winchester, VA",Classic Country,VA
9315,W239BX,95.7000000000001,"Albion, NY",Christian Contemporary,NY
9316,W239CE,95.7000000000001,"Selinsgrove, PA",Public Radio,PA
9317,W239CG,95.7000000000001,"Tallahassee, FL",Country,FL
9318,W239CH,95.7000000000001,"Charleston, WV",News/Talk,WV
9319,W239CI,95.7000000000001,"Evansville, IN",Alternative,IN
9320,W239CK,95.7000000000001,"Raleigh, NC",Adult Album Alternative,NC
9321,W239CL,95.7000000000001,"Golden Gate, FL",Tropical,FL
9322,W239CM,95.7000000000001,"Morgantown, WV",Talk,WV
9323,W239CO,95.7000000000001,"Chattanooga, TN",Classic Hits,TN
9324,W239CP,95.7000000000001,"Monticello, KY",Classic Country,KY
9325,W239CQ,95.7000000000001,"Portsmouth, OH",Sports,OH
9326,W239CR,95.7000000000001,"Ambridge, PA",Country,PA
9327,W239CU,95.7000000000001,"Sauk Rapids, MN",Sports,MN
9328,W239CV,95.7000000000001,"Oshkosh, WI",Religious,WI
9329,W239CW,95.7000000000001,"Mobile, AL",Religious,AL
9330,W239CY,95.7000000000001,"Patchogue, NY",Spanish Christian,NY
9331,W239DA,95.7000000000001,"Columbia, SC",Gospel Music,SC
9332,W239DB,95.7000000000001,"Monmouth, IL",Classic Country,IL
9333,W239DC,95.7000000000001,"Stanton, KY",Gospel Music,KY
9334,W239ET,95.7000000000001,"Lewiston, ME",80's Rock,ME
9335,WAFM,95.7000000000001,"Amory, MS",Classic Hits,MS
9336,WAQX,95.7000000000001,"Manlius, NY",Alternative,NY
9337,WAYB,95.7000000000001,"Graysville, TN",Religious,TN
9338,WBEN,95.7000000000001,"Philadelphia, PA",Adult Hits,PA
9339,WBHD,95.7000000000001,"Olyphant, PA",Top-40,PA
9340,WBHJ,95.7000000000001,"Midfield, AL",Hip-Hop,AL
9341,WCCK,95.7000000000001,"Calvert City, KY",Classic Country,KY
9342,WCMB,95.7000000000001,"Oscoda, MI",Public Radio,MI
9343,WCRC,95.7000000000001,"Effingham, IL",Country,IL
9344,WDKW,95.7000000000001,"Maryville, TN",Classic Country,TN
9345,WDOT,95.7000000000001,"Danville, VT",Adult Album Alternative,VT
9346,WELT,95.7000000000001,"Fort Wayne, IN",Variety,IN
9347,WFID,95.7000000000001,"Rio Piedras, PR",Spanish Hits,PR
9348,WFKX,95.7000000000001,"Henderson, TN",Urban Contemporary,TN
9349,WFLO,95.7000000000001,"Farmville, VA",Christian Contemporary,VA
9350,WHAL,95.7000000000001,"Horn Lake, MS",Gospel Music,MS
9351,WHIO,95.7000000000001,"Pleasant Hill, OH",News/Talk,OH
9352,WHNJ,95.7000000000001,"Big Pine Key, FL",Religious,FL
9353,WHOG,95.7000000000001,"Ormond-by-the-Sea, FL",Classic Rock,FL
9354,WHWL,95.7000000000001,"Marquette, MI",Religious,MI
9355,WIMX,95.7000000000001,"Gibsonburg, OH",Urban Contemporary,OH
9356,WIOL,95.7000000000001,"Waverly Hall, GA",Sports,GA
9357,WJDK,95.7000000000001,"Seneca, IL",Country,IL
9358,WKBU,95.7000000000001,"New Orleans, LA",Classic Rock,LA
9359,WKML,95.7000000000001,"Lumberton, NC",Country,NC
9360,WKSS,95.7000000000001,"Hartford-Meriden, CT",Top-40,CT
9361,WKXN,95.7000000000001,"Fort Deposit, AL",Urban Contemporary,AL
9362,WLDM,95.7000000000001,"Sanitaria Springs, NY",Religious,NY
9363,WLHT,95.7000000000001,"Grand Rapids, MI",Hot AC,MI
9364,WLPM,95.7000000000001,"Christmas, FL",Variety,FL
9365,WLXL,95.7000000000001,"Lexington, KY",Spanish,KY
9366,WMRF,95.7000000000001,"Lewistown, PA",Hot AC,PA
9367,WMTZ,95.7000000000001,"Rutland, VT",Religious,VT
9368,WNKQ,95.7000000000001,"Kissimmee, FL",Tropical,FL
9369,WNNN,95.7000000000001,"Noxapater, MS",Religious,MS
9370,WOHJ,95.7000000000001,"Leesburg, GA",Unknown Format,GA
9371,WPFH,95.7000000000001,"Port Charlotte, FL",Religious,FL
9372,WPIG,95.7000000000001,"Olean, NY",Country,NY
9373,WPLV,95.7000000000001,"Navarre, FL",Christian Contemporary,FL
9374,WPMR,95.7000000000001,"Russellville, AL",Gospel Music,AL
9375,WQAR,95.7000000000001,"Addison, MI",Classic Rock,MI
9376,WQKI,95.7000000000001,"Orangeburg, SC",Classic Hip-Hop,SC
9377,WQMF,95.7000000000001,"Jeffersonville, IN",Rock,IN
9378,WQPW,95.7000000000001,"Valdosta, GA",Adult Contemporary,GA
9379,WRDI,95.7000000000001,"Nappanee, IN",Religious,IN
9380,WRIT,95.7000000000001,"Milwaukee, WI",Classic Hits,WI
9381,WRMA,95.7000000000001,"North Miami Beach, FL",Spanish Hits,FL
9382,WROE,95.7000000000001,"Roanoke, VA",Variety,VA
9383,WROF,95.7000000000001,"Floyd, VA",Variety,VA
9384,WRQT,95.7000000000001,"La Crosse, WI",Rock,WI
9385,WRUB,95.7000000000001,"Clearwater, FL",Tropical,FL
9386,WRXA,95.7000000000001,"Rocky Mount, VA",Variety,VA
9387,WSCM,95.7000000000001,"Baldwin, WI",Classic Country,WI
9388,WSEY,95.7000000000001,"Oregon, IL",Adult Contemporary,IL
9389,WSWW,95.7000000000001,"Craigsville, WV",Country,WV
9390,WTFO,95.7000000000001,"Gainesville, FL",Unknown Format,FL
9391,WTGY,95.7000000000001,"Charleston, MS",Religious,MS
9392,WUKV,95.7000000000001,"Trion, GA",Christian Contemporary,GA
9393,WVKF,95.7000000000001,"Shadyside, OH",Top-40,OH
9394,WVKL,95.7000000000001,"Norfolk, VA",Urban Contemporary,VA
9395,WVQC,95.7000000000001,"Cincinnati, OH",Variety,OH
9396,WWMJ,95.7000000000001,"Ellsworth, ME",Classic Rock,ME
9397,WXRC,95.7000000000001,"Hickory, NC",Classic Hits,NC
9398,WYCM,95.7000000000001,"Attica, IN",Country,IN
9399,WZID,95.7000000000001,"Manchester, NH",Adult Contemporary,NH
9400,K240AB,95.9000000000001,"Crystal, Etc., CO",Country,CO
9401,K240AG,95.9000000000001,"Nubieber &amp; McArthur, CA",Religious,CA
9402,K240AI,95.9000000000001,"Carlin, NV",Adult Contemporary,NV
9403,K240AK,95.9000000000001,"Soledad, CA",Spanish Christian,CA
9404,K240AP,95.9000000000001,"Pierce, ID",Country,ID
9405,K240AQ,95.9000000000001,"Mendocino, CA",Classic Rock,CA
9406,K240AU,95.9000000000001,"Ukiah, CA",Classic Rock,CA
9407,K240AW,95.9000000000001,"Burns, OR",Christian Contemporary,OR
9408,K240BI,95.9000000000001,"Park Rapids, MN",Christian Contemporary,MN
9409,K240BL,95.9000000000001,"Albuquerque, NM",Sports,NM
9410,K240BO,95.9000000000001,"Kingman, AZ",Adult Contemporary,AZ
9411,K240BX,95.9000000000001,"Christmas Valley, OR",Christian Contemporary,OR
9412,K240CA,95.9000000000001,"Crystal Bay, NV",Classic Country,NV
9413,K240CD,95.9000000000001,"Soquel, Etc., CA",Religious,CA
9414,K240CJ,95.9000000000001,"Lamoure, ND",Country,ND
9415,K240CL,95.9000000000001,"Bullhead City, AZ",Country,AZ
9416,K240CN,95.9000000000001,"Ruidoso, NM",Classical,NM
9417,K240CZ,95.9000000000001,"Tigard, OR",Spanish Christian,OR
9418,K240DA,95.9000000000001,"Stevenson, WA",Spanish,WA
9419,K240DC,95.9000000000001,"Buckeye, AZ",Adult Hits,AZ
9420,K240DE,95.9000000000001,"Sioux City, IA",Christian Contemporary,IA
9421,K240DJ,95.9000000000001,"Redwood Falls, MN",Country,MN
9422,K240DQ,95.9000000000001,"Orangeville, UT",Adult Contemporary,UT
9423,K240DS,95.9000000000001,"Garland, TX",Religious,TX
9424,K240DV,95.9000000000001,"Las Cruces, NM",Talk,NM
9425,K240DW,95.9000000000001,"Sheridan, WY",Classic Rock,WY
9426,K240DX,95.9000000000001,"Eureka, CA",Christian Contemporary,CA
9427,K240DY,95.9000000000001,"Maryville, MO",Country,MO
9428,K240DZ,95.9000000000001,"Dubuque, IA",Public Radio,IA
9429,K240EC,95.9000000000001,"Santa Fe, NM",Classic Hits,NM
9430,K240ED,95.9000000000001,"Tulsa, OK",Christian Contemporary,OK
9431,K240EH,95.9000000000001,"Pittsburg, KS",Religious,KS
9432,K240EJ,95.9000000000001,"Yreka, CA",Christian Contemporary,CA
9433,K240EK,95.9000000000001,"Jackson, WY",Public Radio,WY
9434,K240EL,95.9000000000001,"Austin, TX",Hip-Hop,TX
9435,K240EM,95.9000000000001,"Helena, MT",News/Talk,MT
9436,K240EP,95.9000000000001,"Provo, UT",Alternative,UT
9437,K240ER,95.9000000000001,"El Paso, TX",Religious,TX
9438,K240ES,95.9000000000001,"Saint Louis, MO",Religious,MO
9439,K240EU,95.9000000000001,"Tempe, AZ",Sports,AZ
9440,K240EV,95.9000000000001,"Monterey, CA",Classic Hits,CA
9441,K240EW,95.9000000000001,"Casper, WY",Talk,WY
9442,K240EX,95.9000000000001,"Abilene, KS",Classic Hits,KS
9443,K240EY,95.9000000000001,"Natchitoches, LA",Classic Country,LA
9444,K240FA,95.9000000000001,"Lubbock, TX",Talk,TX
9445,K240FD,95.9000000000001,"Ulysses, NE",Classic Hits,NE
9446,K240FE,95.9000000000001,"Corpus Christi, TX",Sports,TX
9447,K240FG,95.9000000000001,"Fernley, NV",Religious,NV
9448,K240FH,95.9000000000001,"Lake Isabella, CA",Classic Country,CA
9449,K296EW,95.9000000000001,"Pampa, TX",Christian Contemporary,TX
9450,KAIA,95.9000000000001,"La Mirada, CA",Christian Contemporary,CA
9451,KBCK,95.9000000000001,"Columbia Falls, MT",Country,MT
9452,KBOU,95.9000000000001,"Tok, AK",Religious,AK
9453,KBYN,95.9000000000001,"Arnold, CA",Regional Mexican,CA
9454,KCAQ,95.9000000000001,"Camarillo, CA",Hip-Hop,CA
9455,KCHA,95.9000000000001,"Charles City, IA",Hot AC,IA
9456,KCKH,95.9000000000001,"Mansfield, MO",Christian Contemporary,MO
9457,KCKL,95.9000000000001,"Malakoff, TX",Country,TX
9458,KCOB,95.9000000000001,"Newton, IA",Country,IA
9459,KCSC,95.9000000000001,"Woodward, OK",Classical,OK
9460,KDOL,95.9000000000001,"Livingston, TX",Oldies,TX
9461,KEPS,95.9000000000001,"Skyline-Ganipa, NM",Unknown Format,NM
9462,KFDG,95.9000000000001,"Las Vegas, NV",Spanish Christian,NV
9463,KFWR,95.9000000000001,"Jacksboro, TX",Country,TX
9464,KGVM,95.9000000000001,"Bozeman, MT",Variety,MT
9465,KHMC,95.9000000000001,"Goliad, TX",Tejano,TX
9466,KHMC,95.9000000000001,"Victoria, TX",Tejano,TX
9467,KIDN,95.9000000000001,"Hayden, CO",Hot AC,CO
9468,KILR,95.9000000000001,"Estherville, IA",Country,IA
9469,KJJZ,95.9000000000001,"Indian Wells, CA",Oldies,CA
9470,KKBD,95.9000000000001,"Sallisaw, OK",Classic Rock,OK
9471,KKBL,95.9000000000001,"Monett, MO",Adult Contemporary,MO
9472,KKET,95.9000000000001,"Allakaket, AK",Public Radio,AK
9473,KKFD,95.9000000000001,"Fairfield, IA",Classic Hits,IA
9474,KKHI,95.9000000000001,"Kaunakakai, HI",Christian Contemporary,HI
9475,KKIT,95.9000000000001,"Taos, NM",Top-40,NM
9476,KKLD,95.9000000000001,"Cottonwood, AZ",Classic Hits,AZ
9477,KLZX,95.9000000000001,"Weston, ID",Classic Rock,ID
9478,KLZX,95.9000000000001,"Tremonton, UT",Classic Rock,UT
9479,KMAR,95.9000000000001,"Winnsboro, LA",Country,LA
9480,KMPN,95.9000000000001,"Burnet, TX",Religious,TX
9481,KNIL,95.9000000000001,"Creighton, NE",Oldies,NE
9482,KNLF,95.9000000000001,"Quincy, CA",Religious,CA
9483,KPHL,95.9000000000001,"Bayard, NE",Unknown Format,NE
9484,KPVS,95.9000000000001,"Hilo, HI",Top-40,HI
9485,KPWW,95.9000000000001,"Hooks, TX",Top-40,TX
9486,KQCL,95.9000000000001,"Faribault, MN",Classic Rock,MN
9487,KQPZ,95.9000000000001,"Lewistown, MT",Rock,MT
9488,KRFF,95.9000000000001,"Moorhead, MN",Variety,MN
9489,KRSH,95.9000000000001,"Healdsburg, CA",Adult Album Alternative,CA
9490,KRSL,95.9000000000001,"Russell, KS",Hot AC,KS
9491,KRSX,95.9000000000001,"Goldendale, WA",Adult Contemporary,WA
9492,KSCH,95.9000000000001,"Sulphur Springs, TX",Country,TX
9493,KSLN,95.9000000000001,"Sullivan, MO",Religious,MO
9494,KSOK,95.9000000000001,"Winfield, KS",Adult Hits,KS
9495,KSRF,95.9000000000001,"Poipu, HI",Caribbean,HI
9496,KSSR,95.9000000000001,"Santa Rosa, NM",Variety,NM
9497,KTIL,95.9000000000001,"Bay City, OR",Country,OR
9498,KUKY,95.9000000000001,"Wellton, AZ",Regional Mexican,AZ
9499,KUUZ,95.9000000000001,"Lake Village, AR",Religious,AR
9500,KWHF,95.9000000000001,"Harrisburg, AR",Classic Country,AR
9501,KWHK,95.9000000000001,"Hutchinson, KS",Classic Hits,KS
9502,KXLR,95.9000000000001,"Fairbanks, AK",Rock,AK
9503,KXRG,95.9000000000001,"Honolulu, HI",Dance,HI
9504,KXXZ,95.9000000000001,"Barstow, CA",Regional Mexican,CA
9505,KYLS,95.9000000000001,"Ironton, MO",Country,MO
9506,KZHK,95.9000000000001,"Saint George, UT",Classic Rock,UT
9507,KZHM,95.9000000000001,"Alamogordo, NM",Regional Mexican,NM
9508,KZLG,95.9000000000001,"Mansura, LA",Adult Contemporary,LA
9509,KZML,95.9000000000001,"Quincy, WA",Regional Mexican,WA
9510,KZML,95.9000000000001,"Wenatchee, WA",Regional Mexican,WA
9511,KZZI,95.9000000000001,"Belle Fourche, SD",Country,SD
9512,W237DR,95.9000000000001,"Martinsville, VA",Religious,VA
9513,W238DG,95.9000000000001,"Canandaigua, NY",Classic Country,NY
9514,W240AF,95.9000000000001,"Charlottesville, VA",Religious,VA
9515,W240AS,95.9000000000001,"Wilmington, NC",Adult Contemporary,NC
9516,W240AW,95.9000000000001,"Kinston, NC",Religious,NC
9517,W240BJ,95.9000000000001,"Crown Point, IN",Religious,IN
9518,W240BK,95.9000000000001,"Rutland, GA",Country,GA
9519,W240BO,95.9000000000001,"Woodruff, SC",Other,SC
9520,W240BV,95.9000000000001,"Orlando, FL",Christian Contemporary,FL
9521,W240CA,95.9000000000001,"Brentwood, TN",Sports,TN
9522,W240CB,95.9000000000001,"Ithaca, NY",Country,NY
9523,W240CE,95.9000000000001,"Washington, IN",Country,IN
9524,W240CG,95.9000000000001,"Webberville, MI",Country,MI
9525,W240CI,95.9000000000001,"North Palm Beach, FL",Urban Contemporary,FL
9526,W240CL,95.9000000000001,"Pikeville, KY",Christian Contemporary,KY
9527,W240CP,95.9000000000001,"Bowling Green, KY",Country,KY
9528,W240CR,95.9000000000001,"Peekskill, NY",Public Radio,NY
9529,W240CS,95.9000000000001,"Bristol, NH",Religious,NH
9530,W240CU,95.9000000000001,"Lexington, NC",Christian Contemporary,NC
9531,W240CV,95.9000000000001,"Boone, NC",Gospel Music,NC
9532,W240CX,95.9000000000001,"Columbus, OH",Christian Contemporary,OH
9533,W240CY,95.9000000000001,"Mount Bethel, NJ",Variety,NJ
9534,W240DB,95.9000000000001,"Auburndale, FL",Adult Hits,FL
9535,W240DC,95.9000000000001,"Chippewa Falls, WI",Country,WI
9536,W240DD,95.9000000000001,"Litchfield, MN",Variety,MN
9537,W240DE,95.9000000000001,"Evanston, IL",Tropical,IL
9538,W240DF,95.9000000000001,"Freeport, NY",Multinational,NY
9539,W240DG,95.9000000000001,"Jackson, MI",Country,MI
9540,W240DJ,95.9000000000001,"Washington, DC",News/Talk,DC
9541,W240DM,95.9000000000001,"Peoria, IL",Talk,IL
9542,W240DO,95.9000000000001,"Geneva, NY",Adult Contemporary,NY
9543,W240DR,95.9000000000001,"Cairo, GA",News/Talk,GA
9544,W240DS,95.9000000000001,"Marshall, NC",Gospel Music,NC
9545,W240DT,95.9000000000001,"La Follette, TN",Classic Rock,TN
9546,W240DU,95.9000000000001,"Lake City, FL",News/Talk,FL
9547,W240DV,95.9000000000001,"Russell Springs, KY",Gospel Music,KY
9548,W240DX,95.9000000000001,"Jacksonville, NC",Regional Mexican,NC
9549,W240DY,95.9000000000001,"Meridian, MS",Gospel Music,MS
9550,W240DZ,95.9000000000001,"Waverly, OH",Gospel Music,OH
9551,W240EA,95.9000000000001,"Watertown, NY",Talk,NY
9552,W240EB,95.9000000000001,"Fall River, MA",News/Talk,MA
9553,W240EC,95.9000000000001,"Albany, NY",Sports,NY
9554,W240EE,95.9000000000001,"Dover, NJ",Spanish Christian,NJ
9555,W240EF,95.9000000000001,"Shelbyville, TN",Country,TN
9556,W240EH,95.9000000000001,"Evanston, IL",Talk,IL
9557,W240EI,95.9000000000001,"Harvey, IL",Religious,IL
9558,W240EJ,95.9000000000001,"Jackson, MS",Religious,MS
9559,W240EK,95.9000000000001,"Athens, GA",Adult Hits,GA
9560,W268DL,95.9000000000001,"Anderson, SC",Christian Contemporary,SC
9561,WAKZ,95.9000000000001,"Sharpsville, PA",Hip-Hop,PA
9562,WAPQ,95.9000000000001,"Avon Park, FL",Religious,FL
9563,WATD,95.9000000000001,"Marshfield, MA",Adult Contemporary,MA
9564,WBBN,95.9000000000001,"Taylorsville, MS",Country,MS
9565,WBEC,95.9000000000001,"Pittsfield, MA",Hot AC,MA
9566,WBKY,95.9000000000001,"Stoughton, WI",Country,WI
9567,WCNA,95.9000000000001,"Potts Camp, MS",Hot AC,MS
9568,WCQL,95.9000000000001,"Queensbury, NY",Hot AC,NY
9569,WCRI,95.9000000000001,"Block Island, RI",Classical,RI
9570,WCVP,95.9000000000001,"Robbinsville, NC",Country,NC
9571,WDQN,95.9000000000001,"Duquoin, IL",Religious,IL
9572,WEBG,95.9000000000001,"Mina, NY",Sports,NY
9573,WEFM,95.9000000000001,"Michigan City, IN",Adult Contemporary,IN
9574,WERV,95.9000000000001,"Aurora, IL",Alternative,IL
9575,WEZC,95.9000000000001,"Clinton, IL",Nostalgia,IL
9576,WFDM,95.9000000000001,"Franklin, IN",News/Talk,IN
9577,WFOG,95.9000000000001,"Hillsville, VA",Oldies,VA
9578,WFOX,95.9000000000001,"Southport, CT",News/Talk,CT
9579,WFTM,95.9000000000001,"Maysville, KY",Adult Contemporary,KY
9580,WGKY,95.9000000000001,"Wickliffe, KY",Sports,KY
9581,WGRL,95.9000000000001,"Saint Cloud, FL",Gospel Music,FL
9582,WGRQ,95.9000000000001,"Fairview Beach, VA",Classic Hits,VA
9583,WHLR,95.9000000000001,"Seelyville, IN",Christian Contemporary,IN
9584,WICL,95.9000000000001,"Williamsport, MD",Country,MD
9585,WIOH,95.9000000000001,"Wilmington, OH",Unknown Format,OH
9586,WIQI,95.9000000000001,"Watseka, IL",Classic Rock,IL
9587,WJGH,95.9000000000001,"Summerfield, FL",Spanish Christian,FL
9588,WJIH,95.9000000000001,"Oneonta, NY",Religious,NY
9589,WJKW,95.9000000000001,"Athens, OH",Christian Contemporary,OH
9590,WKBP,95.9000000000001,"Benton, PA",Christian Contemporary,PA
9591,WKID,95.9000000000001,"Vevay, IN",Religious,IN
9592,WKRI,95.9000000000001,"Richmond, KY",Oldies,KY
9593,WKSZ,95.9000000000001,"De Pere, WI",Top-40,WI
9594,WKTZ,95.9000000000001,"Loch Lynn Heights, MD",Classic Hits,MD
9595,WKUZ,95.9000000000001,"Wabash, IN",Country,IN
9596,WKZP,95.9000000000001,"West Ocean City, MD",Top-40,MD
9597,WLJW,95.9000000000001,"Fife Lake, MI",Religious,MI
9598,WLKM,95.9000000000001,"Three Rivers, MI",Adult Contemporary,MI
9599,WLKX,95.9000000000001,"Forest Lake, MN",Classic Country,MN
9600,WLQK,95.9000000000001,"Livingston, TN",Adult Contemporary,TN
9601,WMQA,95.9000000000001,"Minocqua, WI",Adult Contemporary,WI
9602,WMXZ,95.9000000000001,"Isle of Palms, SC",Hot AC,SC
9603,WNJI,95.9000000000001,"Maplewood, NJ",Gospel Music,NJ
9604,WNLF,95.9000000000001,"Macomb, IL",Country,IL
9605,WNPQ,95.9000000000001,"New Philadelphia, OH",Christian Contemporary,OH
9606,WOLG,95.9000000000001,"Carlinville, IL",Religious,IL
9607,WOPT,95.9000000000001,"Waynesville, NC",Religious,NC
9608,WOVU,95.9000000000001,"Cleveland, OH",Variety,OH
9609,WOXI,95.9000000000001,"Oxford, AL",Travelers' Information,AL
9610,WPEI,95.9000000000001,"Saco, ME",Sports,ME
9611,WPLS,95.9000000000001,"Greenville, SC",College,SC
9612,WPNC,95.9000000000001,"Plymouth, NC",Adult Hits,NC
9613,WQQP,95.9000000000001,"Sykesville, PA",Top-40,PA
9614,WQZY,95.9000000000001,"Dublin, GA",Country,GA
9615,WRAT,95.9000000000001,"Point Pleasant, NJ",Rock,NJ
9616,WRJB,95.9000000000001,"Camden, TN",Classic Rock,TN
9617,WROK,95.9000000000001,"Sebastian, FL",Classic Rock,FL
9618,WRZK,95.9000000000001,"Colonial Heights, TN",Rock,TN
9619,WSTG,95.9000000000001,"Princeton, WV",Hot AC,WV
9620,WTGZ,95.9000000000001,"Tuskegee, AL",Alternative,AL
9621,WTLE,95.9000000000001,"Leesburg, FL",Variety,FL
9622,WTWX,95.9000000000001,"Guntersville, AL",Country,AL
9623,WULC,95.9000000000001,"Hendersonville, NC",Spanish Christian,NC
9624,WVFV,95.9000000000001,"Roanoke Rapids, NC",Religious,NC
9625,WVOS,95.9000000000001,"Liberty, NY",Classic Hits,NY
9626,WWIN,95.9000000000001,"Glen Burnie, MD",Urban Contemporary,MD
9627,WWWI,95.9000000000001,"Pillager, MN",Country,MN
9628,WYNE,95.9000000000001,"Wayne, NJ",Religious,NJ
9629,WYNT,95.9000000000001,"Caledonia, OH",Adult Contemporary,OH
9630,WZYE,95.9000000000001,"Maplewood, NJ",Caribbean,NJ
9631,K241AB,96.10000000000011,"Ruby, AK",Religious,AK
9632,K241AG,96.10000000000011,"Grants Pass, OR",Classic Rock,OR
9633,K241AK,96.10000000000011,"Reno, NV",Alternative,NV
9634,K241AN,96.10000000000011,"Pratt, KS",Christian Contemporary,KS
9635,K241AO,96.10000000000011,"Cortez, CO",Oldies,CO
9636,K241AP,96.10000000000011,"Ferndale, AR",Christian Contemporary,AR
9637,K241AR,96.10000000000011,"Lawrence, KS",Public Radio,KS
9638,K241AS,96.10000000000011,"Whale Pass, AK",Public Radio,AK
9639,K241AX,96.10000000000011,"Malta, MT",Religious,MT
9640,K241BJ,96.10000000000011,"Angle Inlet, MN",Religious,MN
9641,K241BO,96.10000000000011,"Belton, TX",Christian Contemporary,TX
9642,K241BP,96.10000000000011,"Farmington, NM",Religious,NM
9643,K241BQ,96.10000000000011,"Fort McDowell, AZ",Hot AC,AZ
9644,K241BT,96.10000000000011,"Brookfield, MO",Hot AC,MO
9645,K241BV,96.10000000000011,"Milford, UT",Classical,UT
9646,K241BW,96.10000000000011,"Waco, TX",Christian Contemporary,TX
9647,K241BY,96.10000000000011,"West Plains, MO",Religious,MO
9648,K241CA,96.10000000000011,"Ashland, OR",Sports,OR
9649,K241CD,96.10000000000011,"Moose Pass, AK",Variety,AK
9650,K241CE,96.10000000000011,"Fayetteville, AR",Top-40,AR
9651,K241CH,96.10000000000011,"San Diego, CA",Religious,CA
9652,K241CI,96.10000000000011,"Bakersfield, CA",News/Talk,CA
9653,K241CK,96.10000000000011,"Cape Girardeau, MO",Classic Country,MO
9654,K241CL,96.10000000000011,"Fresno, CA",Spanish Christian,CA
9655,K241CM,96.10000000000011,"Houston, TX",Religious,TX
9656,K241CN,96.10000000000011,"Kearney, NE",News/Talk,NE
9657,K241CO,96.10000000000011,"Houston, TX",Religious,TX
9658,K241CP,96.10000000000011,"Englewood, CO",Spanish News,CO
9659,K241CS,96.10000000000011,"Phoenix, AZ",Oldies,AZ
9660,K241CT,96.10000000000011,"Oceanside, CA",Talk,CA
9661,K241CU,96.10000000000011,"Fairway, KS",Religious,KS
9662,K241CV,96.10000000000011,"Yakima, WA",Religious,WA
9663,K241CW,96.10000000000011,"Enterprise, OR",News/Talk,OR
9664,K241CY,96.10000000000011,"Stuttgart, AR",Oldies,AR
9665,K241CZ,96.10000000000011,"Saint James, MO",Religious,MO
9666,K241DD,96.10000000000011,"Twin Falls, ID",News/Talk,ID
9667,K241DE,96.10000000000011,"Glencoe, MN",Classic Country,MN
9668,KACR,96.10000000000011,"Alameda, CA",Variety,CA
9669,KAGG,96.10000000000011,"Madisonville, TX",Country,TX
9670,KANS,96.10000000000011,"Emporia, KS",Adult Hits,KS
